"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id","username"
"1851196678537404834","Tue Oct 29 09:37:36 +0000 2024","0","Demi mendukung transformasi digital Telkomsel menggelar program NextDev ke-10 #berita #telkomsel #internet #nextdev #telkomforyou #elevatingyourfuture https://t.co/59X2YTvbbG Pindad Babe Haikal https://t.co/KFvzmGEUKi","1851196678537404834","https://pbs.twimg.com/ext_tw_video_thumb/1851196622132428800/pu/img/dCR__riLOpANaqnJ.jpg","","in","","0","0","0","https://x.com/BUMNtoday_/status/1851196678537404834","1734054591778709504","BUMNtoday_"
"1851181872711434662","Tue Oct 29 09:37:06 +0000 2024","0","@lybeyjeffry Kakak lokasinya daerah mana nih? Biar aku bantu cek kendalanya -Anggi","1851196551651344873","","lybeyjeffry","in","Indonesia","0","1","0","https://x.com/Telkomsel/status/1851196551651344873","255409050","Telkomsel"
"1851193190683914311","Tue Oct 29 09:36:50 +0000 2024","0","@greenasahi Okay Kak @greenasahi. Makasih ya udah mau nunggu. Semoga segera tersolusikan -Aci","1851196485351899521","","greenasahi","in","Indonesia","0","1","0","https://x.com/Telkomsel/status/1851196485351899521","255409050","Telkomsel"
"1851195691445727731","Tue Oct 29 09:36:45 +0000 2024","0","@shisweet_ @shisweet_ Yah maaf banget Kak Biar satset lagi internetnya yuk infoin no Telkomsel tanggal waktu kejadian dan no Telkomsel lain yg berkendala sama via DM makasih -Nabil","1851196465873649779","","shisweet_","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851196465873649779","255409050","Telkomsel"
"1851196180987781267","Tue Oct 29 09:35:37 +0000 2024","0","NextDev hadir dengan inovasi seperti integrasi teknologi AI yg didesain tingkatkan bisnis inovasi dan kapabilitas peserta #berita #telkomsel #internet #nextdev #telkomforyou #elevatingyourfuture https://t.co/xbO4P0MbTh Pindad Babe Haikal https://t.co/LyUEGF6bYx","1851196180987781267","https://pbs.twimg.com/media/GbDFHUVbQAAk-O2.jpg","","in","Cikarang ","0","0","0","https://x.com/BUMN_pOs/status/1851196180987781267","1736671408099590144","BUMN_pOs"
"1851193190683914311","Tue Oct 29 09:35:37 +0000 2024","0","@Telkomsel ditunggu yaa min","1851196179524313257","","Telkomsel","in","","0","1","0","https://x.com/greenasahi/status/1851196179524313257","1494651143632613378","greenasahi"
"1851195871335235701","Tue Oct 29 09:34:23 +0000 2024","0","Telkomsel perkuat startup digital Indonesia melalui program Nextdev #berita #telkomsel #internet #nextdev #telkomforyou #elevatingyourfuture https://t.co/59X2YTvbbG Pindad Babe Haikal https://t.co/FkW6D1Dm0C","1851195871335235701","https://pbs.twimg.com/media/GbDE1R_bEAEyNHQ.jpg","","in","","0","0","0","https://x.com/BUMNtoday_/status/1851195871335235701","1734054591778709504","BUMNtoday_"
"1850901858635936109","Tue Oct 29 09:34:03 +0000 2024","0","@tanyakanrl Murah si Telkomsel 95gb/30hari/146k Alias Rp. 1.520 an per gb 3.1gb perhari berarti sekitar Rp. 4700 perhari.","1851195783535886495","","tanyakanrl","in","Yogyakarta, Indonesia","0","0","0","https://x.com/siapa_hayosiapa/status/1851195783535886495","1188155610635718657","siapa_hayosiapa"
"1851142356986159578","Tue Oct 29 09:33:50 +0000 2024","0","@eldianpratama_ Konfirmasi yuk ke DM Telkomsel supaya bisa dibantu lebih lanjut ️ -Sari","1851195731761086540","","eldianpratama_","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851195731761086540","255409050","Telkomsel"
"1850901858635936109","Tue Oct 29 09:05:46 +0000 2024","0","@tanyakanrl telkomsel 146k dapet 95gb mau nyari yang lebih murah lagi gak dapettt","1851188667609747722","","tanyakanrl","in","","0","0","0","https://x.com/xyzaell/status/1851188667609747722","1160980825229279232","xyzaell"
"1851181275115389053","Tue Oct 29 09:05:21 +0000 2024","0","@F_FeniJKT48 Akhirnya. Btw @Telkomsel kapan ada paket Kuwota Feni n member2 yg blm lainnya? Yg lain yg ada di MyTelkomsel udah komplit semua saya soalnya. Ditunggu updatenya ya? ","1851188564983263708","","F_FeniJKT48","in","","0","1","0","https://x.com/TrollIdola48/status/1851188564983263708","1842491808095608832","TrollIdola48"
"1851148099563278467","Tue Oct 29 09:04:12 +0000 2024","0","@hanarhmh @Telkomsel nah min banyak nih korban telkomsel di UPN VJ semoga bisa diperbaiki ya min jaringannya dan jangan down grade karna jujur mau ganti nomor jg sayang karna udh lama @Telkomsel","1851188272233419184","","hanarhmh","in","","0","1","0","https://x.com/ffhaleyda/status/1851188272233419184","1760991310025306112","ffhaleyda"
"1851187590030033135","Tue Oct 29 09:01:29 +0000 2024","0","Result ROMANIA 29 OKTOBER 2024 RESULT ▶️ 07-8652 SAH️ Shio : Kerbau Unsur: Air DIVA168 Situs Online Terpercaya SERVER THAILAND MUDAH MAXWIN Min Depo Rp10.000 / Min WithDraw Rp50.000 DEPO Via PULSA TELKOMSEL &amp; XL Min DP Rp10.000 https://t.co/VNXGr0r2rh","1851187590030033135","https://pbs.twimg.com/media/GbC9TARbQAIW-tN.jpg","","in","","0","0","0","https://x.com/Diva168Top/status/1851187590030033135","1821198764583088128","Diva168Top"
"1851148099563278467","Tue Oct 29 09:00:40 +0000 2024","0","@hanarhmh @ffhaleyda @hanarhmh Maaf Kak Ham. Berkendala di lokasi yang sama juga? Yuk infokan nomor HP waktu kejadian dan nomor lain yang berkendala sama via DM ya agar dibantu cek. Makasih. -Dhet","1851187383737409632","","hanarhmh","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851187383737409632","255409050","Telkomsel"
"1850901858635936109","Tue Oct 29 08:59:18 +0000 2024","0","@aisgusi Aktifin paket apa nih Kak @aisgusi ? -Indah","1851187040072995039","","aisgusi","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851187040072995039","255409050","Telkomsel"
"1850901858635936109","Tue Oct 29 08:57:50 +0000 2024","0","@S112679 @S112679 Penggunaan Limit biar biaya perbulannya terkontrol Kak. Tapi gak usah khawatir kalo mau Upgrade paketnya juga bisa dibantu melalui DM. Selamat beraktifitas kembali dan jangan lupa bahagia :) -Dero","1851186672245121137","","S112679","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851186672245121137","255409050","Telkomsel"
"1851148099563278467","Tue Oct 29 08:57:44 +0000 2024","0","@ffhaleyda @Telkomsel RILLL MALAH SEBEL BGT JDINYAA KAN BELI KUOTA BNYK2","1851186647154753921","","ffhaleyda","in","","0","2","0","https://x.com/hanarhmh/status/1851186647154753921","1174823341036691457","hanarhmh"
"1851186581756871081","Tue Oct 29 08:57:29 +0000 2024","0","Dukung Transformasi Digital Telkomsel Gelar Program Nextdev ke-10. #berita #telkomsel #internet #nextdev #telkomforyou #elevatingyourfuture https://t.co/W6kFHlfMWP Najwa Shihab padang minang Cirebon Jawa barat https://t.co/EIbA1T8nYj","1851186581756871081","https://pbs.twimg.com/ext_tw_video_thumb/1851186533602377730/pu/img/gAl68CqcfWx0FRuI.jpg","","in","Berastagi, Indonesia","0","0","0","https://x.com/bumnup2date/status/1851186581756871081","1258408702295420929","bumnup2date"
"1851169301257982082","Tue Oct 29 08:57:21 +0000 2024","0","@i_ticket_u Kak @i_ticket_u untuk penggunaan paket Internet Unlimited Nesya cek udah ada balasan DM nih. Kakak boleh cek kembali ya :) -Nesya","1851186550224404573","","i_ticket_u","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851186550224404573","255409050","Telkomsel"
"1851186338806317168","Tue Oct 29 08:56:31 +0000 2024","0","Dukung Transformasi Digital Telkomsel Gelar Program Nextdev ke-10. #berita #telkomsel #internet #nextdev #telkomforyou #elevatingyourfuture https://t.co/vHzJYymrCV Najwa Shihab padang minang Cirebon Jawa barat https://t.co/ZNyDl7DfNU","1851186338806317168","https://pbs.twimg.com/ext_tw_video_thumb/1851186309802704896/pu/img/sHBUMkUIRm8kpUDq.jpg","","in","","0","0","0","https://x.com/SeluruhBUMN_id/status/1851186338806317168","1581834675558891520","SeluruhBUMN_id"
"1851186271311577250","Tue Oct 29 08:56:15 +0000 2024","0","TELKOMSEL SAMPAH BGT SINYAL NYA SUMPAH DRI KEMAREN ","1851186271311577250","","","in","Indonesia","0","0","0","https://x.com/yusufakkah/status/1851186271311577250","1537768086626938880","yusufakkah"
"1850901858635936109","Tue Oct 29 08:55:38 +0000 2024","0","@Telkomsel gabisa milih kak soalnya aku pasca bayar jadi dibatasi limitnyaa xixi","1851186118185873437","","Telkomsel","in","","0","1","0","https://x.com/S112679/status/1851186118185873437","1467392756486008832","S112679"
"1851186048824721760","Tue Oct 29 08:55:22 +0000 2024","0","Telkomsel perkuat startup digital Indonesia melalui program Nextdev. #berita #telkomsel #internet #nextdev #telkomforyou #elevatingyourfuture https://t.co/vHzJYymrCV Najwa Shihab padang minang Cirebon Jawa barat https://t.co/M47gABHYJ7","1851186048824721760","https://pbs.twimg.com/media/GbC75VabEAA7pC3.jpg","","in","","0","0","0","https://x.com/SeluruhBUMN_id/status/1851186048824721760","1581834675558891520","SeluruhBUMN_id"
"1850901858635936109","Tue Oct 29 08:54:41 +0000 2024","0","@arrxxyz Duh mantepz banget nih Makasih udah setia sama Telkomsel ya Kak @arrxxyz ️-Indah","1851185880381472770","","arrxxyz","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851185880381472770","255409050","Telkomsel"
"1851185372149203449","Tue Oct 29 08:54:22 +0000 2024","0","@Rowkoo @Rowkoo Kak Zah nantikan balesan selanjutnya di DM yaa :) -Joan","1851185799003549806","","Rowkoo","in","Indonesia","0","1","0","https://x.com/Telkomsel/status/1851185799003549806","255409050","Telkomsel"
"1851184241435902039","Tue Oct 29 08:54:11 +0000 2024","0","@alvmerry_ @alvmerry_ Oke Kak Alverina DM-nya akan direspon sesuai antrean berkenan menunggu dan cek DM secara berkala makasih. -Nabil","1851185754481049622","","alvmerry_","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851185754481049622","255409050","Telkomsel"
"1851133563418394979","Tue Oct 29 08:44:32 +0000 2024","0","@heavenclovds @heavenclovds Baik Joan minta maaf ya Kak Daisy kalo kendala sama sinyalnya. Saat ini DM dalam antrian dan diupayakan kami bantu secepatnya. Ditunggu Kak :) -Joan","1851183326272635178","","heavenclovds","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851183326272635178","255409050","Telkomsel"
"1851183298074321119","Tue Oct 29 08:44:26 +0000 2024","0","telkomsel emg lg lemot ya?","1851183298074321119","","","in","","0","0","0","https://x.com/jadipenyihir/status/1851183298074321119","1737336767240708096","jadipenyihir"
"1851173077650194454","Tue Oct 29 08:44:17 +0000 2024","0","@HELLODIMAS @Telkomsel jakarta timur juga suram","1851183262338859461","","HELLODIMAS","in","","0","1","0","https://x.com/alvmerry_/status/1851183262338859461","1803612625307312130","alvmerry_"
"1851153618650734691","Tue Oct 29 08:43:33 +0000 2024","0","@ayo_sugaaaa @chaseacheckck @ayo_sugaaaa Yah maaf Kak Sus Biar satset lagi internetnya yuk infoin no Telkomsel tanggal waktu kejadian dan no Telkomsel lain yg berkendala sama via DM makasih -Nabil","1851183077906866238","","ayo_sugaaaa","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851183077906866238","255409050","Telkomsel"
"1851125649559506991","Tue Oct 29 08:42:36 +0000 2024","0","@Ksoopolepel Aku aja sampe ga percaya bahkan skrng pun ga nyangka. Oh ya karna aku balikin nomorku yang ke blokir deh. Soalnya ada ket* bakal ada bonus gitu. After aku aktifin aja dpt 5gb gratis. selama 5hari. 100gb/100k lumayan murah sumpah buat kelas Telkomsel","1851182839297159519","","Ksoopolepel","in","도경수 world ","0","1","0","https://x.com/DKSoo9302/status/1851182839297159519","1304449167331188736","DKSoo9302"
"1851182837346742640","Tue Oct 29 08:42:36 +0000 2024","0","@Telkomsel kok sinyal gua ilang min lokasi jakarta timur ada temen yang pake telkomsel sinyal dia ga ilang gimana dah ini @Telkomsel ? ","1851182837346742640","","Telkomsel","in","","0","1","0","https://x.com/alvmerry_/status/1851182837346742640","1803612625307312130","alvmerry_"
"1851133563418394979","Tue Oct 29 08:42:26 +0000 2024","0","@heavenclovds @heavenclovds Siapp DM Kak Daisy segera dibalas berkenan menunggu. -Chika","1851182797249212887","","heavenclovds","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851182797249212887","255409050","Telkomsel"
"1851133563418394979","Tue Oct 29 08:42:19 +0000 2024","0","@Telkomsel Tolong cek dm kak. Mohon ditindak lanjuti soalnya ini satu kantor dan lapor cs jawabanya katanya sinyal bagus mulu. Kalo sinyal bagus gak mungkin cuma 1 bar doang buat buka wa aja gabisa","1851182764529422394","","Telkomsel","in","","0","1","0","https://x.com/heavenclovds/status/1851182764529422394","1248796943960006661","heavenclovds"
"1850901858635936109","Tue Oct 29 08:41:16 +0000 2024","0","@turmnoil Ini jadi paket favorit Kakak nggak? -Indah","1851182500393205767","","turmnoil","in","Indonesia","0","1","0","https://x.com/Telkomsel/status/1851182500393205767","255409050","Telkomsel"
"1851133563418394979","Tue Oct 29 08:41:09 +0000 2024","0","@Telkomsel Tolong cek dm kak","1851182474937975214","","Telkomsel","in","","0","1","0","https://x.com/heavenclovds/status/1851182474937975214","1248796943960006661","heavenclovds"
"1851170164789952836","Tue Oct 29 08:41:09 +0000 2024","0","@fleurbul Weisss lokasi kejadiannya di daerah mana Kak @fleurbul? -Sari","1851182472232587654","","fleurbul","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851182472232587654","255409050","Telkomsel"
"1851153618650734691","Tue Oct 29 08:40:47 +0000 2024","0","@Telkomsel @chaseacheckck Di daerah bandung juga gangguan jaringannya jelek udah 2 jam sampe sekarang belum balik balik;(","1851182379110711377","","Telkomsel","in","","0","1","0","https://x.com/ayo_sugaaaa/status/1851182379110711377","1103989782282006532","ayo_sugaaaa"
"1851180958223122804","Tue Oct 29 08:40:41 +0000 2024","0","@Telkomsel Cek dm kak","1851182356113342555","","Telkomsel","in","bumi","0","1","0","https://x.com/beiacon/status/1851182356113342555","796645220096077824","beiacon"
"1850901858635936109","Tue Oct 29 08:39:55 +0000 2024","0","@tanyakanrl Telkomsel 43rb 17GB... berarti 2500/GB kalo disitu murah. ya mayan lah","1851182162453938544","","tanyakanrl","in","","0","0","0","https://x.com/MindSpeakLouder/status/1851182162453938544","1320244908884590592","MindSpeakLouder"
"1851182134373068960","Tue Oct 29 08:39:48 +0000 2024","0","Dorong startup Indonesia di kancah global Telkomsel gelar Nextdev menjadi wadah bagi startup Indonesia tuk berkembang. #berita #telkomsel #internet #nextdev #telkomforyou #elevatingyourfuture https://t.co/9vdpqnadjY Najwa Shihab padang minang Cirebon Jawa barat https://t.co/jFLeKN3BHs","1851182134373068960","https://pbs.twimg.com/media/GbC4U2nacAAZf70.jpg","","in","pematang siantar","0","0","0","https://x.com/BUMNnet/status/1851182134373068960","635443533","BUMNnet"
"1851154390872453278","Tue Oct 29 08:39:22 +0000 2024","0","@KrisnaERLG Kalo Kak Kris terganggu dengan layanan SMS Promo yang diterima boleh lanjut interaksinya di DM yuk dan balas pesan dari Hanna -Hanna","1851182023156908539","","KrisnaERLG","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851182023156908539","255409050","Telkomsel"
"1851162809163452796","Tue Oct 29 08:38:58 +0000 2024","1","@osakiishotaroo Huhuhu maafin ya Kak @osakiishotaroo. Aci bantu biar akses internet nya jadi sat set lagi yuk. Silakan infokan nomor HP tanggal dan waktu kejadian lokasi detail (minimal kelurahan) ke DM agar data terjaga ya. Tks -Aci","1851181924875977180","","osakiishotaroo","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851181924875977180","255409050","Telkomsel"
"1851181866285740507","Tue Oct 29 08:38:44 +0000 2024","0","Dukung Transformasi Digital Telkomsel Gelar Program Nextdev ke-10. #berita #telkomsel #internet #nextdev #telkomforyou #elevatingyourfuture https://t.co/9vdpqnadjY Najwa Shihab padang minang Cirebon Jawa barat https://t.co/8oAPkwMAb9","1851181866285740507","https://pbs.twimg.com/ext_tw_video_thumb/1851181825559056384/pu/img/bX3GqJb17afBuWbr.jpg","","in","pematang siantar","0","0","0","https://x.com/BUMNnet/status/1851181866285740507","635443533","BUMNnet"
"1850901858635936109","Tue Oct 29 08:37:54 +0000 2024","0","@Itaechii @Itaechii Nice Kak tips bagus tuh -Nabil","1851181653806514479","","Itaechii","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851181653806514479","255409050","Telkomsel"
"1851177262558953547","Tue Oct 29 08:20:27 +0000 2024","0","@Dennysiregar7 si penjilat sampah mulut kek kudanil. Apa perlu gw buka elu jualan kasus telkomsel dan uangnya elu beliin aset rumah di jateng. @Dennysiregar7 kita sama2 lulusan pejaten jadi jangan sok jadi macan kau itu kontolll","1851177262558953547","","Dennysiregar7","in","","0","0","0","https://x.com/Alexwij89164533/status/1851177262558953547","1482306866461888514","Alexwij89164533"
"1851177137874878949","Tue Oct 29 08:19:57 +0000 2024","6","SEBEL","1851177137874878949","","","in","Surakarta, Jawa Tengah","0","2","0","https://x.com/tataaasdfghjkl/status/1851177137874878949","1352204518444810241","tataaasdfghjkl"
"1850901858635936109","Tue Oct 29 08:19:54 +0000 2024","0","@_loyalen Widihh jadinya aktifin paket yang mana nih Kak? -Indah","1851177124121768299","","_loyalen","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851177124121768299","255409050","Telkomsel"
"1851176495835988144","Tue Oct 29 08:19:20 +0000 2024","0","@alesyawashere @alesyawashere Okeeey Kak Ale kalau udah konfirmasi ke DM. Ditunggu balesan selanjutnya di DM ya. Makasih :) -Zyad","1851176982580773130","","alesyawashere","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851176982580773130","255409050","Telkomsel"
"1851176894546444558","Tue Oct 29 08:18:59 +0000 2024","0","4.500 masih standarlah telkomsel sakti","1851176894546444558","","","in","","0","0","0","https://x.com/xz_1995x/status/1851176894546444558","1494360914585604096","xz_1995x"
"1851153618650734691","Tue Oct 29 08:18:48 +0000 2024","0","@Telkomsel @annabellekyut @chaseacheckck Sudah min cek dm","1851176849768083781","","Telkomsel","in","","0","1","0","https://x.com/Msfq_Amrullah/status/1851176849768083781","1148387257646108672","Msfq_Amrullah"
"1850901858635936109","Tue Oct 29 08:18:46 +0000 2024","0","@kolakcilembu Wihh ntaps Kak Wira Bisa puas game YouTube sama scroll-scroll media sosial nih btw sinyal aman ya Kak? -Indah","1851176839781499184","","kolakcilembu","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851176839781499184","255409050","Telkomsel"
"1850901858635936109","Tue Oct 29 08:18:36 +0000 2024","0","@Telkomsel Ya sejauh ini emang paling lancar telkomsel sih. Namanya internet sakti apa ya lupa","1851176798475993324","","Telkomsel","in","","0","1","0","https://x.com/hwaytoheaven/status/1851176798475993324","1267963162487185408","hwaytoheaven"
"1851167580393820453","Tue Oct 29 08:18:26 +0000 2024","0","@dionysaseu Yuhuuu mantap kan bonus langganannya Btw suka beli paketan Telkomsel yang mana Kak? -Sari","1851176757438923117","","dionysaseu","in","Indonesia","0","0","0","https://x.com/Telkomsel/status/1851176757438923117","255409050","Telkomsel"
